#,Title,Artist,Movie,Duration,YouTube URL,Video ID,Year
27,Phir Bhi Tumko Chaahunga,Arijit Singh,Half Girlfriend,4:30,https://www.youtube.com/watch?v=_iktURk0X-A,_iktURk0X-A,2017
28,Galti Se Mistake,Arijit Singh,Jagga Jasoos,3:35,https://www.youtube.com/watch?v=05TA9jNnCdU,05TA9jNnCdU,2017
29,Sanam Re,Divya Khosla Kumar,Sanam Re,4:10,https://www.youtube.com/watch?v=DS-raAyMxl4,DS-raAyMxl4,2016
30,Tera Fitoor,Arijit Singh,Genius,4:40,https://www.youtube.com/watch?v=qfdShSZZxlg,qfdShSZZxlg,2018
31,Ae Dil Hai Mushkil,Arijit Singh,Ae Dil Hai Mushkil,4:25,https://www.youtube.com/watch?v=6FURuLYrR_Q,6FURuLYrR_Q,2017
32,Nashe Si Chadh Gayi,Arijit Singh,Befikre,3:50,https://www.youtube.com/watch?v=Wd2B8OAotU8,Wd2B8OAotU8,2016
33,Pachtaoge,Arijit Singh,Loveratri,4:50,https://www.youtube.com/watch?v=PVxc5mIHVuQ,PVxc5mIHVuQ,2019
34,Ve Maahi,Arijit Singh & Asees Kaur,Kesari,3:20,https://www.youtube.com/watch?v=j6muwUGdvXw,j6muwUGdvXw,2019
35,Main Tera Boyfriend,Arijit Singh & Neha Kakkar,Raabta,4:40,https://www.youtube.com/watch?v=FQS7i2z1CoA,FQS7i2z1CoA,2017
36,Gerua,Arijit Singh & Antara Mitra,Dilwale,5:40,https://www.youtube.com/watch?v=AEIVhBS6baE,AEIVhBS6baE,2015
37,Lambiyaan Si Judaiyaan,Arijit Singh,Raabta,4:40,https://www.youtube.com/watch?v=vc-KxBjIbgI,vc-KxBjIbgI,2017
38,Hawayein,Arijit Singh,Jab Harry Met Sejal,4:50,https://www.youtube.com/watch?v=cYOB941gyXI,cYOB941gyXI,2017
39,The Breakup Song,Arijit Singh & Badshah,Ae Dil Hai Mushkil,3:40,https://www.youtube.com/watch?v=kd5KqlmcHNo,kd5KqlmcHNo,2017
40,Ghungroo,Arijit Singh & Shilpa Rao,War,5:20,https://www.youtube.com/watch?v=qFkNATtc3mc,qFkNATtc3mc,2019
41,Tum Hi Ho,Arijit Singh,Aashiqui 2,4:15,https://www.youtube.com/watch?v=Umqb9KENgmk,Umqb9KENgmk,2013
42,Zaalima,Arijit Singh & Harshdeep Kaur,Raees,4:10,https://www.youtube.com/watch?v=lpdRqn6xwiM,lpdRqn6xwiM,2017
43,Channa Mereya,Arijit Singh,Ae Dil Hai Mushkil,4:30,https://www.youtube.com/watch?v=bzSTpdcs-EI,bzSTpdcs-EI,2016
44,Pal,Arijit Singh & Shreya Ghoshal,Jalebi,3:50,https://www.youtube.com/watch?v=aDFEb_W2t1Y,aDFEb_W2t1Y,2018
45,Shayad,Arijit Singh,Love Aaj Kal,4:10,https://www.youtube.com/watch?v=MJyKN-8UncM,MJyKN-8UncM,2020
46,Humari Adhuri Kahani,Arijit Singh,Hamari Adhuri Kahani,5:00,https://www.youtube.com/watch?v=f3FFOBrMmdg,f3FFOBrMmdg,2015
47,Ae Dil Hai Mushkil Full Song,Arijit Singh,Ae Dil Hai Mushkil,5:30,https://www.youtube.com/watch?v=vUCM_0evdQY,vUCM_0evdQY,2016
48,Sooraj Dooba Hain,Arijit Singh & Aditi Singh Sharma,Roy,3:50,https://www.youtube.com/watch?v=bVl3om0-GFE,bVl3om0-GFE,2014
49,Papa Mere Papa,Shreya Ghoshal,Main Aisa Hi Hoon,4:30,https://www.youtube.com/watch?v=bhRswBsogNw,bhRswBsogNw,2011
50,Jeene Laga Hoon,Atif Aslam & Shreya Ghoshal,Ramaiya Vastavaiya,3:40,https://www.youtube.com/watch?v=qpIdoaaPa6U,qpIdoaaPa6U,2013
51,Sun Raha Hai Na Tu Female,Shreya Ghoshal,Aashiqui 2,5:40,https://www.youtube.com/watch?v=inEu2qQuGZ8,inEu2qQuGZ8,2013
52,Radha,Shreya Ghoshal & Udit Narayan,Student Of The Year,4:30,https://www.youtube.com/watch?v=kZqH9Kfv6BI,kZqH9Kfv6BI,2013
53,Param Sundari,Shreya Ghoshal & A.R. Rahman,Mimi,3:30,https://www.youtube.com/watch?v=w4ClQO0FFQg,w4ClQO0FFQg,2021
54,Chikni Chameli,Shreya Ghoshal,Agneepath,4:30,https://www.youtube.com/watch?v=MQM7CNoAsBI,MQM7CNoAsBI,2013
55,Ghoomar,Shreya Ghoshal & Swaroop Khan,Padmaavat,5:20,https://www.youtube.com/watch?v=6cKErCWrb44,6cKErCWrb44,2017
56,Abhi Toh Party Shuru Hui Hai,Badshah,Khoobsurat,3:30,https://www.youtube.com/watch?v=8LZgzAZ2lpQ,8LZgzAZ2lpQ,2014
57,Kala Chashma,Badshah & Neha Kakkar,Baar Baar Dekho,3:20,https://www.youtube.com/watch?v=k4yXQkG2s1E,k4yXQkG2s1E,2016
58,Genda Phool,Badshah,Non-film,2:50,https://www.youtube.com/watch?v=SD4Z8dlZPd8,SD4Z8dlZPd8,2020
59,She Move It Like,Badshah,ONE Album,3:00,https://www.youtube.com/watch?v=Ci0WbaUH3no,Ci0WbaUH3no,2018
60,DJ Waley Babu,Badshah & Aastha Gill,Non-film,3:20,https://www.youtube.com/watch?v=OulN7vTDq1I,OulN7vTDq1I,2015
61,Buzz,Aastha Gill & Badshah,Non-film,3:00,https://www.youtube.com/watch?v=dUaCEs3HfdI,dUaCEs3HfdI,2018
62,Kar Gayi Chull,Badshah,Kapoor & Sons,3:40,https://www.youtube.com/watch?v=NTHz9ephYTw,NTHz9ephYTw,2016
63,Bachpan Ka Pyaar,Badshah & Aastha Gill,Non-film,3:00,https://www.youtube.com/watch?v=k7QniTYNsmQ,k7QniTYNsmQ,2021
64,Akh Lad Jaave,Badshah & Tanishk Bagchi,Loveyatri,3:40,https://www.youtube.com/watch?v=zYhBJoBUSYA,zYhBJoBUSYA,2018
65,Mercy,Badshah & Lauren Gottlieb,Non-film,3:10,https://www.youtube.com/watch?v=Jyst8oIHOAY,Jyst8oIHOAY,2017
66,Garmi,Badshah & Neha Kakkar,Street Dancer 3D,3:10,https://www.youtube.com/watch?v=q_0uF80IZXM,q_0uF80IZXM,2019
67,Proper Patola,Badshah & Diljit Dosanjh,Namaste England,3:30,https://www.youtube.com/watch?v=YmXJp4RtBCM,YmXJp4RtBCM,2018
68,Tareefan,QARAN & Badshah,Veere Di Wedding,3:30,https://www.youtube.com/watch?v=3SWc5G8Gx7E,3SWc5G8Gx7E,2018
69,Jugnu,Badshah & Nikhita Gandhi,Non-film,3:50,https://www.youtube.com/watch?v=ksY3wb4vtlA,ksY3wb4vtlA,2021
70,The Humma Song,A.R. Rahman & Badshah,OK Jaanu,3:30,https://www.youtube.com/watch?v=1tVL11ULjYY,1tVL11ULjYY,2016
71,Paagal,Badshah,Non-film,3:40,https://www.youtube.com/watch?v=bdesdebUFLE,bdesdebUFLE,2019
72,Tamma Tamma Again,Badshah,Badrinath Ki Dulhania,3:20,https://www.youtube.com/watch?v=EEX_XM6SxmY,EEX_XM6SxmY,2017
73,Heartless,Badshah & Aastha Gill,ONE Album,3:20,https://www.youtube.com/watch?v=Gv_XBMrPvRw,Gv_XBMrPvRw,2018
74,Baby Ko Bass Pasand Hai,Badshah & Vishal-Shekhar,Sultan,4:10,https://www.youtube.com/watch?v=aWMTj-rejvc,aWMTj-rejvc,2016
75,Players,Badshah & Karan Aujla,3:00 AM Sessions,2:50,https://www.youtube.com/watch?v=CeFQO9MQNqs,CeFQO9MQNqs,2022
76,Gone Girl,Badshah,Non-film,3:40,https://www.youtube.com/watch?v=mvCWGL_r-Zg,mvCWGL_r-Zg,2023
77,Baawla,Badshah & Uchana Amit,Non-film,3:20,https://www.youtube.com/watch?v=eI2gINbvVsw,eI2gINbvVsw,2021
78,Soulmate,Badshah & Arijit Singh,Ek Tha Raja,3:30,https://www.youtube.com/watch?v=k3ijQJjUbTs,k3ijQJjUbTs,2024
79,O Sajna,Badshah & DIVINE,Ek Tha Raja,3:30,https://www.youtube.com/watch?v=JRKk7gxcpMc,JRKk7gxcpMc,2024
80,SANAK,Badshah,3:00 AM Sessions,3:00,https://www.youtube.com/watch?v=lAUf0q711Ew,lAUf0q711Ew,2023
81,Daaku,Badshah,Ek Tha Raja,3:30,https://www.youtube.com/watch?v=ciLGHX_mq48,ciLGHX_mq48,2024
82,Galiyon Ke Ghalib,Badshah,Non-film,3:30,https://www.youtube.com/watch?v=AOWrGJcNdoE,AOWrGJcNdoE,2025
83,Driving Slow,Badshah,MTV Spoken Word,3:30,https://www.youtube.com/watch?v=mePu74AKLDc,mePu74AKLDc,2016
84,Imma Be Your Pokémon,Badshah & Sharvi Yadav,Non-film,3:00,https://www.youtube.com/watch?v=gjorcDCkQkc,gjorcDCkQkc,2025
85,Dilbar,Neha Kakkar & Dhvani Bhanushali,Satyameva Jayate,3:20,https://www.youtube.com/watch?v=TRa9IMvccjg,TRa9IMvccjg,2018
86,Mile Ho Tum Reprise,Neha Kakkar,Fever,3:50,https://www.youtube.com/watch?v=N2-HsIYd0Go,N2-HsIYd0Go,2016
87,Aankh Marey,Neha Kakkar & Mika Singh,Simmba,3:30,https://www.youtube.com/watch?v=_KhQT-LGb-4,_KhQT-LGb-4,2018
88,O Saki Saki,Neha Kakkar & Tulsi Kumar,Batla House,3:20,https://www.youtube.com/watch?v=_uUdJalMaF8,_uUdJalMaF8,2019
89,Nikle Currant,Jassi Gill & Neha Kakkar,Non-film,3:00,https://www.youtube.com/watch?v=uBaqgt5V0mU,uBaqgt5V0mU,2018
90,Gali Gali,Neha Kakkar & Mouni Roy,KGF Chapter 1,3:10,https://www.youtube.com/watch?v=1BVgpX4w0Wk,1BVgpX4w0Wk,2019
91,Coca Cola,Neha Kakkar & Tony Kakkar,Luka Chuppi,3:00,https://www.youtube.com/watch?v=_cPHiwPqbqo,_cPHiwPqbqo,2019
92,Taaron Ke Shehar,Neha Kakkar & Jubin Nautiyal,Non-film,3:30,https://www.youtube.com/watch?v=VAZxSoKb65o,VAZxSoKb65o,2020
93,Saiyaan Ji,Yo Yo Honey Singh & Neha Kakkar,Non-film,3:30,https://www.youtube.com/watch?v=VEkj2sanAeU,VEkj2sanAeU,2021
94,Oh Humsafar,Neha Kakkar & Tony Kakkar,Non-film,4:10,https://www.youtube.com/watch?v=g4HDfqEWf6Y,g4HDfqEWf6Y,2018
95,Teri Aankhon Mein,Darshan Raval & Neha Kakkar,Non-film,3:40,https://www.youtube.com/watch?v=mClF6mJV5xM,mClF6mJV5xM,2020
96,Hook Up Song,Neha Kakkar & Vishal-Shekhar,Student Of The Year 2,3:30,https://www.youtube.com/watch?v=zuaLWHiRXkg,zuaLWHiRXkg,2019
97,Yaad Piya Ki Aane Lagi,Neha Kakkar,T-Series,4:10,https://www.youtube.com/watch?v=eN6AYHAT8UM,eN6AYHAT8UM,2019
98,Makhna,Yo Yo Honey Singh & Neha Kakkar,Non-film,3:00,https://www.youtube.com/watch?v=1bvYHkQxWmg,1bvYHkQxWmg,2018
99,Chamma Chamma,Neha Kakkar,Fraud Saiyaan,4:10,https://www.youtube.com/watch?v=ci-NpErqrGM,ci-NpErqrGM,2019
100,Manali Trance,Yo Yo Honey Singh & Neha Kakkar,The Shaukeens,3:20,https://www.youtube.com/watch?v=vZ_NpLWuL00,vZ_NpLWuL00,2014
101,Khuda Bhi Jab,Tony Kakkar & Neha Kakkar,T-Series Acoustics,4:00,https://www.youtube.com/watch?v=PRXIG7ZWnG8,PRXIG7ZWnG8,2016
102,Chhote Chhote Peg,Yo Yo Honey Singh & Neha Kakkar,Sonu Ke Titu Ki Sweety,3:20,https://www.youtube.com/watch?v=xvYBg6MWPbM,xvYBg6MWPbM,2018
103,Morni Banke,Guru Randhawa & Neha Kakkar,Badhaai Ho,3:20,https://www.youtube.com/watch?v=1EadhOBcfI0,1EadhOBcfI0,2018
104,Aao Raja,Yo Yo Honey Singh & Neha Kakkar,Gabbar Is Back,3:20,https://www.youtube.com/watch?v=66VN2ZIWPnw,66VN2ZIWPnw,2015
105,Car Mein Music Baja,Neha Kakkar & Tony Kakkar,Non-film,3:00,https://www.youtube.com/watch?v=kXmJf27W_Ck,kXmJf27W_Ck,2015
106,La La La,Neha Kakkar & Arjun Kanungo,Non-film,3:20,https://www.youtube.com/watch?v=9sQkjMgFglY,9sQkjMgFglY,2018
107,Gal Ban Gayi,Yo Yo Honey Singh & Neha Kakkar,Non-film,3:30,https://www.youtube.com/watch?v=T7JQHM5Leao,T7JQHM5Leao,2016
108,Tera Ghata,Neha Kakkar,Non-film,3:30,https://www.youtube.com/watch?v=AmXRYGI9sRI,AmXRYGI9sRI,2019
109,Lut Gaye,Jubin Nautiyal & Emraan Hashmi,Non-film,3:50,https://www.youtube.com/watch?v=sCbbMZ-q4-I,sCbbMZ-q4-I,2021
110,Tum Hi Aana,Jubin Nautiyal,Marjaavaan,4:10,https://www.youtube.com/watch?v=tLqtnGLfm4Q,tLqtnGLfm4Q,2019
111,Humnava Mere,Jubin Nautiyal,Non-film,5:30,https://www.youtube.com/watch?v=TmRgK-pXH9c,TmRgK-pXH9c,2018
112,Raataan Lambiyan,Jubin Nautiyal & Asees Kaur,Shershaah,3:30,https://www.youtube.com/watch?v=gvyUuxdRdR4,gvyUuxdRdR4,2021
113,Kinna Sona,Meet Bros & Jubin Nautiyal,Marjaavaan,4:10,https://www.youtube.com/watch?v=7lfFZs50JHM,7lfFZs50JHM,2019
114,Meri Aashiqui,Jubin Nautiyal,Non-film,4:00,https://www.youtube.com/watch?v=SVjkxdjivts,SVjkxdjivts,2020
115,Dil Meri Na Sune,Atif Aslam,Genius,3:40,https://www.youtube.com/watch?v=YZLKoG_vhDY,YZLKoG_vhDY,2018
116,Dil Diyan Gallan,Atif Aslam,Tiger Zinda Hai,4:20,https://www.youtube.com/watch?v=SAcpESN_Fk4,SAcpESN_Fk4,2017
117,O Saathi,Atif Aslam,Baaghi 2,4:10,https://www.youtube.com/watch?v=YuXLN23ZGQo,YuXLN23ZGQo,2018
118,Tera Hone Laga Hoon,Atif Aslam,Ajab Prem Ki Ghazab Kahani,4:30,https://www.youtube.com/watch?v=rTuxUAuJRyY,rTuxUAuJRyY,2012
119,Pehli Dafa,Atif Aslam,Non-film,4:20,https://www.youtube.com/watch?v=SxTYjptEzZs,SxTYjptEzZs,2017
120,Tu Jaane Na,Atif Aslam,Ajab Prem Ki Ghazab Kahani,4:30,https://www.youtube.com/watch?v=P8PWN1OmZOA,P8PWN1OmZOA,2012
121,Musafir,Atif Aslam,Sweetiee Weds NRI,4:10,https://www.youtube.com/watch?v=Sh3rF46yoKU,Sh3rF46yoKU,2017
122,Tere Sang Yaara,Atif Aslam,Rustom,4:20,https://www.youtube.com/watch?v=5mpq_4rzB1U,5mpq_4rzB1U,2016
123,Chalte Chalte,Atif Aslam,Mitron,3:30,https://www.youtube.com/watch?v=WOCCPqFeReE,WOCCPqFeReE,2018
124,High Rated Gabru,Guru Randhawa,Non-film,3:30,https://www.youtube.com/watch?v=hjWf8A0YNSE,hjWf8A0YNSE,2017
125,Lahore,Guru Randhawa,Non-film,3:40,https://www.youtube.com/watch?v=dZ0fwJojhrs,dZ0fwJojhrs,2017
126,Ishare Tere,Guru Randhawa & Dhvani Bhanushali,Non-film,3:40,https://www.youtube.com/watch?v=8nGFWWJLHio,8nGFWWJLHio,2018
127,Naach Meri Rani,Guru Randhawa & Nora Fatehi,Non-film,3:30,https://www.youtube.com/watch?v=TCx1yMegJ4A,TCx1yMegJ4A,2020
128,Made In India,Guru Randhawa,Non-film,3:20,https://www.youtube.com/watch?v=pnMQLrS5sTE,pnMQLrS5sTE,2018
129,Patola,Guru Randhawa,Blackmail,3:20,https://www.youtube.com/watch?v=z-ZEHL4Df-A,z-ZEHL4Df-A,2018
130,Suit,Guru Randhawa & Arjun,Non-film,3:10,https://www.youtube.com/watch?v=uQ763VvqiEM,uQ763VvqiEM,2016
131,Ishq Tera,Guru Randhawa,Non-film,3:40,https://www.youtube.com/watch?v=3KXZduvOfDo,3KXZduvOfDo,2019
132,Baby Girl,Guru Randhawa & Dhvani Bhanushali,Non-film,3:30,https://www.youtube.com/watch?v=pLhNdJNwGC8,pLhNdJNwGC8,2020
133,Lagdi Lahore Di,Guru Randhawa & Tulsi Kumar,Street Dancer 3D,3:20,https://www.youtube.com/watch?v=L9pTBouRz68,L9pTBouRz68,2020
134,Yaar Mod Do,Guru Randhawa & Millind Gaba,Non-film,3:10,https://www.youtube.com/watch?v=dGwau9Vcc0o,dGwau9Vcc0o,2016
135,Dance Meri Rani,Guru Randhawa & Nora Fatehi,Non-film,3:30,https://www.youtube.com/watch?v=G-XMiVMlLRI,G-XMiVMlLRI,2021
136,Slowly Slowly,Guru Randhawa & Pitbull,Non-film,3:10,https://www.youtube.com/watch?v=hGsVLXnFgbA,hGsVLXnFgbA,2019
137,Downtown,Guru Randhawa,Non-film,3:20,https://www.youtube.com/watch?v=klzyuLXNsGE,klzyuLXNsGE,2018
138,Ban Ja Rani,Guru Randhawa,Tumhari Sulu,3:30,https://www.youtube.com/watch?v=hlvbDjksdCg,hlvbDjksdCg,2017
139,Fashion,Guru Randhawa,Non-film,3:30,https://www.youtube.com/watch?v=vgr2y70Vlk0,vgr2y70Vlk0,2016
140,Mehendi Wale Haath,Guru Randhawa,Non-film,3:30,https://www.youtube.com/watch?v=uJ6WU-u4i3w,uJ6WU-u4i3w,2021
141,Raat Kamaal Hai,Guru Randhawa & Khushali Kumar,Non-film,3:30,https://www.youtube.com/watch?v=aNwWdF8qq-M,aNwWdF8qq-M,2018
142,Enni Soni,Guru Randhawa & Tulsi Kumar,Saaho,4:00,https://www.youtube.com/watch?v=vpzitzyMRwc,vpzitzyMRwc,2019
143,Surma Surma,Guru Randhawa & Jay Sean,Non-film,3:20,https://www.youtube.com/watch?v=FW_3b5iPhIE,FW_3b5iPhIE,2020
144,Nain Bengali,Guru Randhawa,Non-film,3:20,https://www.youtube.com/watch?v=DTSW39pyMqA,DTSW39pyMqA,2021
145,Suit Suit,Guru Randhawa & Arjun,Hindi Medium,3:40,https://www.youtube.com/watch?v=88LgZ-cf_P4,88LgZ-cf_P4,2017
146,Kaun Nachdi,Guru Randhawa & Neeti Mohan,Sonu Ke Titu Ki Sweety,3:30,https://www.youtube.com/watch?v=NbWKYgaWzbI,NbWKYgaWzbI,2018
147,Tere Te,Guru Randhawa & Ikka,Non-film,3:10,https://www.youtube.com/watch?v=hpUyVmeM56c,hpUyVmeM56c,2018
148,Doob Gaye,Guru Randhawa,Non-film,3:40,https://www.youtube.com/watch?v=VdTviH5Svzc,VdTviH5Svzc,2021
149,Daaru Wargi,Guru Randhawa,Why Cheat India,3:30,https://www.youtube.com/watch?v=VXVmtHcf2Dg,VXVmtHcf2Dg,2018
150,Nachle Na,Guru Randhawa & Neeti Mohan,Dil Juunglee,3:30,https://www.youtube.com/watch?v=0pba3H8MsvU,0pba3H8MsvU,2018
151,Heelein Toot Gayi,Badshah & Guru Randhawa,Indoo Ki Jawani,3:20,https://www.youtube.com/watch?v=Vxh8-YBOCrY,Vxh8-YBOCrY,2020
152,Aise Na Chhoro,Guru Randhawa,Non-film,3:20,https://www.youtube.com/watch?v=Nud2Y_Gv2mU,Nud2Y_Gv2mU,2021
153,Nain Ta Heere,Guru Randhawa & Asees Kaur,JugJugg Jeeyo,3:40,https://www.youtube.com/watch?v=1lmSuckzzJ0,1lmSuckzzJ0,2022
154,Blue Eyes,Yo Yo Honey Singh,Non-film,3:40,https://www.youtube.com/watch?v=NbyHNASFi6U,NbyHNASFi6U,2013
155,Dheere Dheere Se Meri Zindagi,Yo Yo Honey Singh,Non-film,3:40,https://www.youtube.com/watch?v=nCD2hj6zJEc,nCD2hj6zJEc,2015
156,Dil Chori,Yo Yo Honey Singh,Sonu Ke Titu Ki Sweety,3:30,https://www.youtube.com/watch?v=xWi8nDUjHGA,xWi8nDUjHGA,2017
157,Laal Pari,Yo Yo Honey Singh,Housefull 5,2:50,https://www.youtube.com/watch?v=KGn-erOG-Bs,KGn-erOG-Bs,2025
158,Love Dose,Yo Yo Honey Singh & Urvashi Rautela,Desi Kalakaar,4:00,https://www.youtube.com/watch?v=TvngY4unjn4,TvngY4unjn4,2014
159,Millionaire,Yo Yo Honey Singh,Glory,3:00,https://www.youtube.com/watch?v=XO8wew38VM8,XO8wew38VM8,2024
160,Payal,Yo Yo Honey Singh & Nora Fatehi,Glory,3:20,https://www.youtube.com/watch?v=a-PAcmi5Kas,a-PAcmi5Kas,2024
161,Party With The Bhoothnath,Yo Yo Honey Singh,Bhoothnath Returns,3:30,https://www.youtube.com/watch?v=W7kdKf_aqX4,W7kdKf_aqX4,2014
162,One Bottle Down,Yo Yo Honey Singh,Non-film,3:40,https://www.youtube.com/watch?v=TwFBtV13KQQ,TwFBtV13KQQ,2015
163,Care Ni Karda,Yo Yo Honey Singh,Chhalaang,3:20,https://www.youtube.com/watch?v=WGdoaRVOm8o,WGdoaRVOm8o,2020
164,Chaar Botal Vodka,Yo Yo Honey Singh & Sunny Leone,Ragini MMS 2,3:20,https://www.youtube.com/watch?v=x8F5dz8kv1w,x8F5dz8kv1w,2014
165,High Heels Te Nachche,Yo Yo Honey Singh,Ki & Ka,3:30,https://www.youtube.com/watch?v=N_KpjLhJa1k,N_KpjLhJa1k,2016
166,Desi Kalakaar,Yo Yo Honey Singh,Non-film,4:00,https://www.youtube.com/watch?v=KhnVcAC5bIM,KhnVcAC5bIM,2014
167,First Kiss,Yo Yo Honey Singh & Ipsitaa,Non-film,3:20,https://www.youtube.com/watch?v=HO7CRp44s10,HO7CRp44s10,2020
168,Loca,Yo Yo Honey Singh,Non-film,3:20,https://www.youtube.com/watch?v=QeLoW2ySlbc,QeLoW2ySlbc,2020
169,Urvashi,Yo Yo Honey Singh & Shahid Kapoor,Non-film,3:30,https://www.youtube.com/watch?v=0VwgpYJ4q38,0VwgpYJ4q38,2018
170,Devil Yaar Naa Miley,Yo Yo Honey Singh,Kick,3:30,https://www.youtube.com/watch?v=iMmKHLFZn10,iMmKHLFZn10,2014
171,Call Aundi,Yo Yo Honey Singh,Zorawar,3:20,https://www.youtube.com/watch?v=OIv0FLrbnGE,OIv0FLrbnGE,2016
172,Aata Majhi Satakli,Yo Yo Honey Singh,Singham Returns,3:10,https://www.youtube.com/watch?v=M3KqzpP6Ej0,M3KqzpP6Ej0,2014
173,Kalaastar,Yo Yo Honey Singh,Honey 3.0,3:40,https://www.youtube.com/watch?v=5oExKMYIE9U,5oExKMYIE9U,2023
174,Raja Rani,Yo Yo Honey Singh,Son Of Sardaar,3:40,https://www.youtube.com/watch?v=m4Mtvi7iFWo,m4Mtvi7iFWo,2013
175,Raat Jashan Di,Yo Yo Honey Singh & Jasmine Sandlas,Zorawar,3:20,https://www.youtube.com/watch?v=D--rQj49heE,D--rQj49heE,2016
176,Birthday Bash,Yo Yo Honey Singh,Dilliwaali Zaalim Girlfriend,3:20,https://www.youtube.com/watch?v=CiyAA_xraSo,CiyAA_xraSo,2015
177,Achko Machko,Yo Yo Honey Singh,Non-film,3:30,https://www.youtube.com/watch?v=HGCYdZUfSWk,HGCYdZUfSWk,2012
178,Superman,Yo Yo Honey Singh,Zorawar,3:20,https://www.youtube.com/watch?v=zxlR20V4NFQ,zxlR20V4NFQ,2016
179,Shor Machega,Yo Yo Honey Singh,Mumbai Saga,3:10,https://www.youtube.com/watch?v=FKYBHMVrh8Q,FKYBHMVrh8Q,2021
