#,Title,Artist,Movie,Duration,YouTube URL,Video ID,Year
67,Baby One More Time,Britney Spears,...Baby One More Time,3:31,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,C-u5WLJ9Yk4,1998
68,Oops!... I Did It Again,Britney Spears,Oops!... I Did It Again,3:31,https://www.youtube.com/watch?v=CduA0Tbtnow,CduA0Tbtnow,2000
69,Womanizer,Britney Spears,Circus,3:44,https://www.youtube.com/watch?v=ked2JVmgVG8,ked2JVmgVG8,2008
70,Lose Yourself,Eminem,8 Mile,5:26,https://www.youtube.com/watch?v=xFYQQlOzPO0,xFYQQlOzPO0,2002
71,Not Afraid,Eminem,Recovery,4:10,https://www.youtube.com/watch?v=j5-yKhDd64s,j5-yKhDd64s,2010
72,Love the Way You Lie (ft. Rihanna),Eminem,Recovery,4:23,https://www.youtube.com/watch?v=uelHwf8o7_U,uelHwf8o7_U,2010
73,Without Me,Eminem,The Eminem Show,4:50,https://www.youtube.com/watch?v=YVkUvmDQ3HY,YVkUvmDQ3HY,2002
74,Rap God,Eminem,The Marshall Mathers LP 2,6:03,https://www.youtube.com/watch?v=XbGs_qK2PQA,XbGs_qK2PQA,2013
75,The Real Slim Shady,Eminem,The Marshall Mathers LP,4:44,https://www.youtube.com/watch?v=eJO5HU_7_1w,eJO5HU_7_1w,2000
76,Stan (ft. Dido),Eminem,The Marshall Mathers LP,6:44,https://www.youtube.com/watch?v=gOMhN_hfPbA,gOMhN_hfPbA,2000
77,Shape of You,Ed Sheeran,÷ (Divide),3:53,https://www.youtube.com/watch?v=JGwWNGJdvx8,JGwWNGJdvx8,2017
78,Perfect,Ed Sheeran,÷ (Divide),4:23,https://www.youtube.com/watch?v=2Vv-BfVoq4g,2Vv-BfVoq4g,2017
79,Thinking Out Loud,Ed Sheeran,x (Multiply),4:41,https://www.youtube.com/watch?v=lp-EO5I60KA,lp-EO5I60KA,2014
80,Photograph,Ed Sheeran,x (Multiply),4:18,https://www.youtube.com/watch?v=nSDgHBxUbVQ,nSDgHBxUbVQ,2014
81,Castle on the Hill,Ed Sheeran,÷ (Divide),4:21,https://www.youtube.com/watch?v=K0ibBPhiaG0,K0ibBPhiaG0,2017
82,Galway Girl,Ed Sheeran,÷ (Divide),2:50,https://www.youtube.com/watch?v=87gWaABqmcI,87gWaABqmcI,2017
83,Shivers,Ed Sheeran,= (Equals),3:27,https://www.youtube.com/watch?v=Il0S8BouvSA,Il0S8BouvSA,2021
84,Bad Habits,Ed Sheeran,= (Equals),3:51,https://www.youtube.com/watch?v=orjsD1n_hoM,orjsD1n_hoM,2021
85,The A Team,Ed Sheeran,+,3:18,https://www.youtube.com/watch?v=UAaWmpJXQuk,UAaWmpJXQuk,2011
86,Blank Space,Taylor Swift,1989,3:51,https://www.youtube.com/watch?v=e-ORhEE9VVg,e-ORhEE9VVg,2014
87,Shake It Off,Taylor Swift,1989,3:39,https://www.youtube.com/watch?v=nfWlot6h_JM,nfWlot6h_JM,2014
88,Love Story,Taylor Swift,Fearless,3:55,https://www.youtube.com/watch?v=8xg3vE8Ie_E,8xg3vE8Ie_E,2008
89,Bad Blood,Taylor Swift,1989,3:31,https://www.youtube.com/watch?v=QcIy9NiNbmo,QcIy9NiNbmo,2014
90,You Belong with Me,Taylor Swift,Fearless,3:51,https://www.youtube.com/watch?v=VuNIsY6JdUw,VuNIsY6JdUw,2008
91,Style,Taylor Swift,1989,3:51,https://www.youtube.com/watch?v=-CmadmM5cOk,-CmadmM5cOk,2014
92,Look What You Made Me Do,Taylor Swift,Reputation,3:31,https://www.youtube.com/watch?v=3tmd-ClpJxA,3tmd-ClpJxA,2017
93,Delicate,Taylor Swift,Reputation,3:52,https://www.youtube.com/watch?v=tCXGJQYZ9JA,tCXGJQYZ9JA,2017
94,Wildest Dreams,Taylor Swift,1989,3:40,https://www.youtube.com/watch?v=IdneKLbsWOQ,IdneKLbsWOQ,2014
95,Anti-Hero,Taylor Swift,Midnights,3:20,https://www.youtube.com/watch?v=b1kbLwvqugk,b1kbLwvqugk,2022
96,Cruel Summer,Taylor Swift,Lover,2:58,https://www.youtube.com/watch?v=ic8j13piAhQ,ic8j13piAhQ,2019
97,Cardigan,Taylor Swift,Folklore,3:59,https://www.youtube.com/watch?v=K-a8s8OLBSE,K-a8s8OLBSE,2020
98,Willow,Taylor Swift,Evermore,3:34,https://www.youtube.com/watch?v=RsEZmw_IGqc,RsEZmw_IGqc,2020
99,Rolling in the Deep,Adele,21,3:48,https://www.youtube.com/watch?v=rYEDA3JcQqw,rYEDA3JcQqw,2010
100,Someone Like You,Adele,21,4:45,https://www.youtube.com/watch?v=hLQl3WQQoQ0,hLQl3WQQoQ0,2011
101,Hello,Adele,25,6:07,https://www.youtube.com/watch?v=YQHsXMglC9A,YQHsXMglC9A,2015
102,Set Fire to the Rain,Adele,21,4:02,https://www.youtube.com/watch?v=Ri7-vnrJD3k,Ri7-vnrJD3k,2011
103,Skyfall,Adele,Skyfall,4:46,https://www.youtube.com/watch?v=DeumyOzKqgI,DeumyOzKqgI,2012
104,Easy on Me,Adele,30,3:44,https://www.youtube.com/watch?v=U3ASj1L6_sY,U3ASj1L6_sY,2021
105,When We Were Young,Adele,25,4:50,https://www.youtube.com/watch?v=DDWKuo3gXMQ,DDWKuo3gXMQ,2015
106,Sorry,Justin Bieber,Purpose,3:20,https://www.youtube.com/watch?v=fRh_vgS2dFE,fRh_vgS2dFE,2015
107,Love Yourself,Justin Bieber,Purpose,3:53,https://www.youtube.com/watch?v=oyEuk8j8imI,oyEuk8j8imI,2015
108,What Do You Mean?,Justin Bieber,Purpose,3:25,https://www.youtube.com/watch?v=kffacxfA7G4,kffacxfA7G4,2015
109,Despacito (ft. Daddy Yankee),Luis Fonsi,Vida,4:41,https://www.youtube.com/watch?v=kJQP7kiw5Fk,kJQP7kiw5Fk,2017
110,Stay,The Kid LAROI & Justin Bieber,F*CK LOVE 3: Over You,2:21,https://www.youtube.com/watch?v=kTJczUoc26U,kTJczUoc26U,2021
111,Peaches (ft. Daniel Caesar & Giveon),Justin Bieber,Justice,3:18,https://www.youtube.com/watch?v=tQ0yjYUFKAE,tQ0yjYUFKAE,2021
112,Ghost,Justin Bieber,Justice,2:33,https://www.youtube.com/watch?v=Xa2lW0l5Jz0,Xa2lW0l5Jz0,2021
113,Intentions (ft. Quavo),Justin Bieber,Changes,3:32,https://www.youtube.com/watch?v=3AyMjyHu1bU,3AyMjyHu1bU,2020
114,Holy (ft. Chance the Rapper),Justin Bieber,Justice,3:32,https://www.youtube.com/watch?v=M9EiLG2VNXQ,M9EiLG2VNXQ,2020
115,Yummy,Justin Bieber,Changes,3:30,https://www.youtube.com/watch?v=8EJ3vJTn4sI,8EJ3vJTn4sI,2020
116,I Don't Care (with Justin Bieber),Ed Sheeran,No.6 Collaborations Project,3:39,https://www.youtube.com/watch?v=yEyXJYtEMDQ,yEyXJYtEMDQ,2019
117,Roar,Katy Perry,Prism,3:43,https://www.youtube.com/watch?v=CevxZvSJLk8,CevxZvSJLk8,2013
118,Firework,Katy Perry,Teenage Dream,3:47,https://www.youtube.com/watch?v=QGJuMBdaqIw,QGJuMBdaqIw,2010
119,Dark Horse (ft. Juicy J),Katy Perry,Prism,3:35,https://www.youtube.com/watch?v=0KSOMA3QBU0,0KSOMA3QBU0,2013
120,Teenage Dream,Katy Perry,Teenage Dream,3:47,https://www.youtube.com/watch?v=98WtmW-lfeE,98WtmW-lfeE,2010
121,California Gurls (ft. Snoop Dogg),Katy Perry,Teenage Dream,3:56,https://www.youtube.com/watch?v=F57P9C4SAW4,F57P9C4SAW4,2010
122,Last Friday Night,Katy Perry,Teenage Dream,3:50,https://www.youtube.com/watch?v=KlyXNRrsk4A,KlyXNRrsk4A,2010
123,Hot N Cold,Katy Perry,One of the Boys,3:40,https://www.youtube.com/watch?v=kTHNpusq654,kTHNpusq654,2008
124,E.T. (ft. Kanye West),Katy Perry,Teenage Dream,3:26,https://www.youtube.com/watch?v=t5Sd5c4o9UM,t5Sd5c4o9UM,2011
125,Umbrella (ft. Jay-Z),Rihanna,Good Girl Gone Bad,4:35,https://www.youtube.com/watch?v=CvBfHwUxHIk,CvBfHwUxHIk,2007
126,We Found Love (ft. Calvin Harris),Rihanna,Talk That Talk,3:35,https://www.youtube.com/watch?v=tg00YEETFzg,tg00YEETFzg,2011
127,Diamonds,Rihanna,Unapologetic,3:45,https://www.youtube.com/watch?v=lWA2pjMjpBs,lWA2pjMjpBs,2012
128,Stay (ft. Mikky Ekko),Rihanna,Unapologetic,4:00,https://www.youtube.com/watch?v=JF8BRvqGCNs,JF8BRvqGCNs,2012
129,Work (ft. Drake),Rihanna,Anti,3:39,https://www.youtube.com/watch?v=HL1UzIK-flA,HL1UzIK-flA,2016
130,Only Girl (In the World),Rihanna,Loud,3:55,https://www.youtube.com/watch?v=pa14VNsdSYM,pa14VNsdSYM,2010
131,S&M,Rihanna,Loud,4:03,https://www.youtube.com/watch?v=KdS6HFQ_LUc,KdS6HFQ_LUc,2011
132,Rude Boy,Rihanna,Rated R,3:43,https://www.youtube.com/watch?v=e82VE8UtW8A,e82VE8UtW8A,2010
133,This Is What You Came For (ft. Rihanna),Calvin Harris,This Is What You Came For,3:42,https://www.youtube.com/watch?v=kOkQ4T5WO9E,kOkQ4T5WO9E,2016
134,Needed Me,Rihanna,Anti,3:11,https://www.youtube.com/watch?v=8Pao0eE3SFs,8Pao0eE3SFs,2016
135,Poker Face,Lady Gaga,The Fame,3:57,https://www.youtube.com/watch?v=bESGLojNYSo,bESGLojNYSo,2008
136,Bad Romance,Lady Gaga,The Fame Monster,4:54,https://www.youtube.com/watch?v=qrO4YZeyl0I,qrO4YZeyl0I,2009
137,Telephone (ft. Beyoncé),Lady Gaga,The Fame Monster,3:40,https://www.youtube.com/watch?v=EVBsypHzF3U,EVBsypHzF3U,2010
138,Just Dance (ft. Colby O'Donis),Lady Gaga,The Fame,4:02,https://www.youtube.com/watch?v=2Abk1jAONjw,2Abk1jAONjw,2008
139,Born This Way,Lady Gaga,Born This Way,4:20,https://www.youtube.com/watch?v=wV1FrqwZyKw,wV1FrqwZyKw,2011
140,Alejandro,Lady Gaga,The Fame Monster,4:34,https://www.youtube.com/watch?v=niqrrmeY4KY,niqrrmeY4KY,2010
141,Shallow (with Bradley Cooper),Lady Gaga,A Star Is Born,3:36,https://www.youtube.com/watch?v=bo_efYhYU2A,bo_efYhYU2A,2018
142,Always Remember Us This Way,Lady Gaga,A Star Is Born,3:30,https://www.youtube.com/watch?v=XT4C6vDCLAs,XT4C6vDCLAs,2018
143,Rain On Me (with Ariana Grande),Lady Gaga,Chromatica,3:02,https://www.youtube.com/watch?v=AOMyVpsEScM,AOMyVpsEScM,2020
144,Million Reasons,Lady Gaga,Joanne,3:25,https://www.youtube.com/watch?v=eVLi0VvtPDc,eVLi0VvtPDc,2016
145,Halo,Beyoncé,I Am... Sasha Fierce,4:21,https://www.youtube.com/watch?v=bnVUHWCynig,bnVUHWCynig,2008
146,Single Ladies (Put a Ring on It),Beyoncé,I Am... Sasha Fierce,3:13,https://www.youtube.com/watch?v=4m1EFMoRFvY,4m1EFMoRFvY,2008
147,Crazy in Love (ft. Jay-Z),Beyoncé,Dangerously in Love,3:56,https://www.youtube.com/watch?v=ViwtNLUqkMY,ViwtNLUqkMY,2003
148,Irreplaceable,Beyoncé,B'Day,3:47,https://www.youtube.com/watch?v=2EwViQxSJJQ,2EwViQxSJJQ,2006
149,Run the World (Girls),Beyoncé,4,3:56,https://www.youtube.com/watch?v=VBmMU_iwe6U,VBmMU_iwe6U,2011
150,Formation,Beyoncé,Lemonade,3:26,https://www.youtube.com/watch?v=WDZJPJV__bQ,WDZJPJV__bQ,2016
151,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,3:40,https://www.youtube.com/watch?v=LjhCEhWiKXk,LjhCEhWiKXk,2010
152,Grenade,Bruno Mars,Doo-Wops & Hooligans,3:42,https://www.youtube.com/watch?v=SR6iYWJxHqs,SR6iYWJxHqs,2010
153,Locked Out of Heaven,Bruno Mars,Unorthodox Jukebox,3:53,https://www.youtube.com/watch?v=e-fA-gBCkj0,e-fA-gBCkj0,2012
154,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,3:33,https://www.youtube.com/watch?v=ekzHIWv3siY,ekzHIWv3siY,2013
155,Treasure,Bruno Mars,Unorthodox Jukebox,2:58,https://www.youtube.com/watch?v=nPvuNsRccVw,nPvuNsRccVw,2013
156,Uptown Funk (ft. Bruno Mars),Mark Ronson,Uptown Special,4:29,https://www.youtube.com/watch?v=OPf0YbXqDm0,OPf0YbXqDm0,2014
157,That's What I Like,Bruno Mars,24K Magic,3:26,https://www.youtube.com/watch?v=PMivT7MJ41M,PMivT7MJ41M,2016
158,24K Magic,Bruno Mars,24K Magic,3:45,https://www.youtube.com/watch?v=UqyT8IEBkvY,UqyT8IEBkvY,2016
159,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,3:09,https://www.youtube.com/watch?v=fLexgOxsZu0,fLexgOxsZu0,2011
160,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,3:37,https://www.youtube.com/watch?v=ApxobCV8LTw,ApxobCV8LTw,2010
161,thank u next,Ariana Grande,thank u next,3:27,https://www.youtube.com/watch?v=gl1aHhXnN1k,gl1aHhXnN1k,2018
162,7 rings,Ariana Grande,thank u next,2:58,https://www.youtube.com/watch?v=QYh6mYIJG2Y,QYh6mYIJG2Y,2019
163,God is a woman,Ariana Grande,Sweetener,3:17,https://www.youtube.com/watch?v=y2vUZk0gD1g,y2vUZk0gD1g,2018
164,No Tears Left to Cry,Ariana Grande,Sweetener,3:25,https://www.youtube.com/watch?v=ffxKSWUZTYM,ffxKSWUZTYM,2018
165,Break Free (ft. Zedd),Ariana Grande,My Everything,3:34,https://www.youtube.com/watch?v=L8eRzNYh3nU,L8eRzNYh3nU,2014
166,Problem (ft. Iggy Azalea),Ariana Grande,My Everything,3:13,https://www.youtube.com/watch?v=iS1g8G_njx8,iS1g8G_njx8,2014
167,Side to Side (ft. Nicki Minaj),Ariana Grande,Dangerous Woman,3:46,https://www.youtube.com/watch?v=SXiSVQZLje8,SXiSVQZLje8,2016
168,Positions,Ariana Grande,Positions,2:52,https://www.youtube.com/watch?v=tcYodQoapMg,tcYodQoapMg,2020
169,34+35,Ariana Grande,Positions,2:53,https://www.youtube.com/watch?v=4HJT0iM_zDc,4HJT0iM_zDc,2020
170,Into You,Ariana Grande,Dangerous Woman,4:04,https://www.youtube.com/watch?v=S1T1Ci5LJ6U,S1T1Ci5LJ6U,2016
171,Stuck with U (with Justin Bieber),Ariana Grande,Single,3:48,https://www.youtube.com/watch?v=pMnnxmd4GfE,pMnnxmd4GfE,2020
172,Waka Waka (This Time for Africa),Shakira,Single,3:22,https://www.youtube.com/watch?v=pRpeEdMmmQ0,pRpeEdMmmQ0,2010
173,Hips Don't Lie (ft. Wyclef Jean),Shakira,Oral Fixation Vol. 2,3:38,https://www.youtube.com/watch?v=DUT5rEU6pqM,DUT5rEU6pqM,2006
174,Whenever Wherever,Shakira,Laundry Service,3:16,https://www.youtube.com/watch?v=weRHyjj34ZE,weRHyjj34ZE,2001
175,Can't Remember to Forget You (ft. Rihanna),Shakira,Shakira,3:26,https://www.youtube.com/watch?v=o3mP3mJDL2k,o3mP3mJDL2k,2014
176,Try Everything,Shakira,Zootopia,3:16,https://www.youtube.com/watch?v=c6rN-YDlGw0,c6rN-YDlGw0,2016
177,Yellow,Coldplay,Parachutes,4:29,https://www.youtube.com/watch?v=yKNxeF4KMsY,yKNxeF4KMsY,2000
178,Viva La Vida,Coldplay,Viva la Vida or Death and All His Friends,4:01,https://www.youtube.com/watch?v=dvgZkm1xWPE,dvgZkm1xWPE,2008
179,The Scientist,Coldplay,A Rush of Blood to the Head,5:09,https://www.youtube.com/watch?v=RB-RcX5SD5w,RB-RcX5SD5w,2002
180,Fix You,Coldplay,X&Y,4:55,https://www.youtube.com/watch?v=k4V3Mo61fJM,k4V3Mo61fJM,2005
181,Clocks,Coldplay,A Rush of Blood to the Head,5:07,https://www.youtube.com/watch?v=d020hcWA_Wg,d020hcWA_Wg,2002
182,Paradise,Coldplay,Mylo Xyloto,4:38,https://www.youtube.com/watch?v=1G4isv_Fylg,1G4isv_Fylg,2011
183,Hymn for the Weekend (ft. Beyoncé),Coldplay,A Head Full of Dreams,4:18,https://www.youtube.com/watch?v=YykjpeuMNEk,YykjpeuMNEk,2015
184,Something Just Like This,The Chainsmokers & Coldplay,Memories... Do Not Open,4:07,https://www.youtube.com/watch?v=FM7MFYoylVs,FM7MFYoylVs,2017
185,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,4:23,https://www.youtube.com/watch?v=QtXby3twMmI,QtXby3twMmI,2015
186,A Sky Full of Stars,Coldplay,Ghost Stories,4:28,https://www.youtube.com/watch?v=VPRjCeoBqrI,VPRjCeoBqrI,2014
187,My Universe,Coldplay & BTS,Music of the Spheres,3:46,https://www.youtube.com/watch?v=3yK9xQvNlS0,3yK9xQvNlS0,2021
188,New Rules,Dua Lipa,Dua Lipa,3:29,https://www.youtube.com/watch?v=k2qgadSvNYU,k2qgadSvNYU,2017
189,Don't Start Now,Dua Lipa,Future Nostalgia,3:03,https://www.youtube.com/watch?v=oyrPxxjkRHA,oyrPxxjkRHA,2019
190,Levitating,Dua Lipa,Future Nostalgia,3:23,https://www.youtube.com/watch?v=TUVcZfQe-Kw,TUVcZfQe-Kw,2020
191,IDGAF,Dua Lipa,Dua Lipa,3:37,https://www.youtube.com/watch?v=4NRXx6U8ABQ,4NRXx6U8ABQ,2018
192,One Kiss (with Calvin Harris),Dua Lipa,Single,3:34,https://www.youtube.com/watch?v=DkeiKbqa02g,DkeiKbqa02g,2018
193,Physical,Dua Lipa,Future Nostalgia,3:13,https://www.youtube.com/watch?v=v6wq_8nL2q0,v6wq_8nL2q0,2020
194,Break My Heart,Dua Lipa,Future Nostalgia,3:41,https://www.youtube.com/watch?v=Nj2U6rNucjE,Nj2U6rNucjE,2020
195,Love Again,Dua Lipa,Future Nostalgia,4:18,https://www.youtube.com/watch?v=4FszTn1-8G4,4FszTn1-8G4,2020
196,bad guy,Billie Eilish,When We All Fall Asleep Where Do We Go,3:14,https://www.youtube.com/watch?v=DyDfgMOUjCI,DyDfgMOUjCI,2019
197,Lovely (with Khalid),Billie Eilish & Khalid,13 Reasons Why,3:20,https://www.youtube.com/watch?v=V1Pl8CzNzCw,V1Pl8CzNzCw,2018
